date,hold_date,model,cost_bps,portfolio,gross_return,net_return,turnover,cost
2016-01-29,2016-02-01,elastic_net,0,long_only,-0.0006999413580246914,-0.0006999413580246914,1.0,0.0
2016-01-29,2016-02-02,elastic_net,0,long_only,-0.023473108024691356,-0.023473108024691356,1.0,0.0
2016-01-29,2016-02-03,elastic_net,0,long_only,0.003742691358024691,0.003742691358024691,1.0,0.0
2016-01-29,2016-02-04,elastic_net,0,long_only,0.004679302469135802,0.004679302469135802,1.0,0.0
2016-01-29,2016-02-05,elastic_net,0,long_only,-0.02823961111111111,-0.02823961111111111,1.0,0.0
2016-01-29,2016-02-08,elastic_net,0,long_only,-0.017890453703703704,-0.017890453703703704,1.0,0.0
2016-01-29,2016-02-09,elastic_net,0,long_only,-0.010922009259259258,-0.010922009259259258,1.0,0.0
2016-01-29,2016-02-10,elastic_net,0,long_only,0.0008427037037037038,0.0008427037037037038,1.0,0.0
2016-01-29,2016-02-11,elastic_net,0,long_only,-0.0108831512345679,-0.0108831512345679,1.0,0.0
2016-01-29,2016-02-12,elastic_net,0,long_only,0.017166324074074073,0.017166324074074073,1.0,0.0
2016-01-29,2016-02-16,elastic_net,0,long_only,0.022804404320987653,0.022804404320987653,1.0,0.0
2016-01-29,2016-02-17,elastic_net,0,long_only,0.019223101851851852,0.019223101851851852,1.0,0.0
2016-01-29,2016-02-18,elastic_net,0,long_only,-0.007204719135802468,-0.007204719135802468,1.0,0.0
2016-01-29,2016-02-19,elastic_net,0,long_only,0.002109716049382716,0.002109716049382716,1.0,0.0
2016-01-29,2016-02-22,elastic_net,0,long_only,0.014048388888888888,0.014048388888888888,1.0,0.0
2016-01-29,2016-02-23,elastic_net,0,long_only,-0.010181351851851851,-0.010181351851851851,1.0,0.0
2016-01-29,2016-02-24,elastic_net,0,long_only,0.010865503086419752,0.010865503086419752,1.0,0.0
2016-01-29,2016-02-25,elastic_net,0,long_only,0.008073546296296296,0.008073546296296296,1.0,0.0
2016-01-29,2016-02-26,elastic_net,0,long_only,0.009472108024691358,0.009472108024691358,1.0,0.0
2016-01-29,2016-02-29,elastic_net,0,long_only,-0.0002754567901234568,-0.0002754567901234568,1.0,0.0
2016-02-29,2016-03-01,elastic_net,0,long_only,0.018049504761904762,0.018049504761904762,1.2530864197530864,0.0
2016-02-29,2016-03-02,elastic_net,0,long_only,0.014537092063492064,0.014537092063492064,1.2530864197530864,0.0
2016-02-29,2016-03-03,elastic_net,0,long_only,0.013023361904761905,0.013023361904761905,1.2530864197530864,0.0
2016-02-29,2016-03-04,elastic_net,0,long_only,0.006587015873015873,0.006587015873015873,1.2530864197530864,0.0
2016-02-29,2016-03-07,elastic_net,0,long_only,0.013000949206349206,0.013000949206349206,1.2530864197530864,0.0
2016-02-29,2016-03-08,elastic_net,0,long_only,-0.022105088888888888,-0.022105088888888888,1.2530864197530864,0.0
2016-02-29,2016-03-09,elastic_net,0,long_only,0.005308161904761905,0.005308161904761905,1.2530864197530864,0.0
2016-02-29,2016-03-10,elastic_net,0,long_only,-0.0063026857142857145,-0.0063026857142857145,1.2530864197530864,0.0
2016-02-29,2016-03-11,elastic_net,0,long_only,0.02020405396825397,0.02020405396825397,1.2530864197530864,0.0
2016-02-29,2016-03-14,elastic_net,0,long_only,-0.0004654666666666666,-0.0004654666666666666,1.2530864197530864,0.0
2016-02-29,2016-03-15,elastic_net,0,long_only,-0.018048701587301586,-0.018048701587301586,1.2530864197530864,0.0
2016-02-29,2016-03-16,elastic_net,0,long_only,0.008871438095238096,0.008871438095238096,1.2530864197530864,0.0
2016-02-29,2016-03-17,elastic_net,0,long_only,0.013119555555555556,0.013119555555555556,1.2530864197530864,0.0
2016-02-29,2016-03-18,elastic_net,0,long_only,0.008053501587301587,0.008053501587301587,1.2530864197530864,0.0
2016-02-29,2016-03-21,elastic_net,0,long_only,0.0009665142857142855,0.0009665142857142855,1.2530864197530864,0.0
2016-02-29,2016-03-22,elastic_net,0,long_only,0.0007950825396825397,0.0007950825396825397,1.2530864197530864,0.0
2016-02-29,2016-03-23,elastic_net,0,long_only,-0.01933606349206349,-0.01933606349206349,1.2530864197530864,0.0
2016-02-29,2016-03-24,elastic_net,0,long_only,0.0035370984126984126,0.0035370984126984126,1.2530864197530864,0.0
2016-02-29,2016-03-28,elastic_net,0,long_only,-0.0013331523809523807,-0.0013331523809523807,1.2530864197530864,0.0
2016-02-29,2016-03-29,elastic_net,0,long_only,0.0218456126984127,0.0218456126984127,1.2530864197530864,0.0
2016-02-29,2016-03-30,elastic_net,0,long_only,0.004477685714285714,0.004477685714285714,1.2530864197530864,0.0
2016-02-29,2016-03-31,elastic_net,0,long_only,0.0021014285714285714,0.0021014285714285714,1.2530864197530864,0.0
2016-03-31,2016-04-01,elastic_net,0,long_only,0.005422267295597485,0.005422267295597485,1.2327044025157232,0.0
2016-03-31,2016-04-04,elastic_net,0,long_only,-0.009980959119496856,-0.009980959119496856,1.2327044025157232,0.0
2016-03-31,2016-04-05,elastic_net,0,long_only,-0.010498141509433963,-0.010498141509433963,1.2327044025157232,0.0
2016-03-31,2016-04-06,elastic_net,0,long_only,0.015170408805031448,0.015170408805031448,1.2327044025157232,0.0
2016-03-31,2016-04-07,elastic_net,0,long_only,-0.014312836477987423,-0.014312836477987423,1.2327044025157232,0.0
2016-03-31,2016-04-08,elastic_net,0,long_only,0.008098691823899372,0.008098691823899372,1.2327044025157232,0.0
2016-03-31,2016-04-11,elastic_net,0,long_only,0.0008798396226415093,0.0008798396226415093,1.2327044025157232,0.0
2016-03-31,2016-04-12,elastic_net,0,long_only,0.013576160377358492,0.013576160377358492,1.2327044025157232,0.0
2016-03-31,2016-04-13,elastic_net,0,long_only,0.020401490566037735,0.020401490566037735,1.2327044025157232,0.0
2016-03-31,2016-04-14,elastic_net,0,long_only,-0.00177111320754717,-0.00177111320754717,1.2327044025157232,0.0
2016-03-31,2016-04-15,elastic_net,0,long_only,0.0012443396226415094,0.0012443396226415094,1.2327044025157232,0.0
2016-03-31,2016-04-18,elastic_net,0,long_only,0.007486044025157233,0.007486044025157233,1.2327044025157232,0.0
2016-03-31,2016-04-19,elastic_net,0,long_only,0.00642524213836478,0.00642524213836478,1.2327044025157232,0.0
2016-03-31,2016-04-20,elastic_net,0,long_only,0.005642933962264151,0.005642933962264151,1.2327044025157232,0.0
2016-03-31,2016-04-21,elastic_net,0,long_only,-0.0021929811320754718,-0.0021929811320754718,1.2327044025157232,0.0
2016-03-31,2016-04-22,elastic_net,0,long_only,0.010023037735849057,0.010023037735849057,1.2327044025157232,0.0
2016-03-31,2016-04-25,elastic_net,0,long_only,-0.011460317610062894,-0.011460317610062894,1.2327044025157232,0.0
2016-03-31,2016-04-26,elastic_net,0,long_only,0.011757106918238995,0.011757106918238995,1.2327044025157232,0.0
