year,model,portfolio,cost_bps,annual_return,annualized_vol,sharpe,max_drawdown,mean_daily_return,trading_days,avg_rebalance_turnover
2016,elastic_net,long_only,0,0.3463320107053567,0.17406857092727607,1.9278642587206885,-0.0807669821394571,0.001331668954195566,234,1.2180045262010517
2016,elastic_net,long_only,5,0.33735925277701106,0.17404536236161103,1.8866704490160278,-0.08136333528018269,0.0013030406426822933,234,1.2180045262010517
2016,elastic_net,long_only,10,0.32844087149393864,0.17404640334859514,1.8452085264374152,-0.0819596884209084,0.0012744123311690207,234,1.2180045262010517
2016,elastic_net,long_only,20,0.31076605370894916,0.1741212221092182,1.7615499979635483,-0.08370728287032303,0.0012171557081424756,234,1.2180045262010517
2016,elastic_net,long_short,0,0.1179305786108511,0.08956079359925377,1.3853465273420371,-0.042658563669628835,0.0004923521206298537,234,2.109741510425575
2016,elastic_net,long_short,5,0.10502291949561315,0.08974155900759301,1.2433099489081032,-0.04685072070434504,0.00044276417914549196,234,2.109741510425575
2016,elastic_net,long_short,10,0.09225086767737967,0.09006236460688449,1.1001311404945162,-0.051029095134850766,0.00039317623766113005,234,2.109741510425575
2016,elastic_net,long_short,20,0.06710846319912012,0.09111753430036641,0.8131046340461449,-0.059344617113945786,0.0002940003546924066,234,2.109741510425575
2017,elastic_net,long_only,0,0.2092720048079546,0.1338151903093387,1.4928804954885373,-0.05957378752223863,0.0007927384429083272,251,1.3319270712246152
2017,elastic_net,long_only,5,0.19970727086041706,0.13347244184451085,1.4366013211535749,-0.060220619729392744,0.0007608995487754681,251,1.3319270712246152
2017,elastic_net,long_only,10,0.19021188623188223,0.13316745716604184,1.3796410089956082,-0.06086745193654697,0.0007290606546426087,251,1.3319270712246152
2017,elastic_net,long_only,20,0.17142733920787223,0.13267178865719903,1.263844288405754,-0.062161116350855194,0.00066538286637689,251,1.3319270712246152
2017,elastic_net,long_short,0,0.0051250385161958345,0.08643590557664202,0.10244656635619671,-0.07364903164230274,3.513913387387067e-05,251,2.149037951742738
2017,elastic_net,long_short,5,-0.007711975234954371,0.08595703026503472,-0.047588165700580554,-0.07763700951733687,-1.623229126739004e-05,251,2.149037951742738
2017,elastic_net,long_short,10,-0.020398615466007186,0.08563177308130245,-0.19894644151307192,-0.081612110924138,-6.760371640865072e-05,251,2.149037951742738
2017,elastic_net,long_short,20,-0.04532716904102174,0.08544830173254363,-0.5023778581409322,-0.08952379517530062,-0.00017034656669117208,251,2.149037951742738
2018,elastic_net,long_only,0,-0.1313442135809455,0.21602234330337416,-0.5463585239550208,-0.31143002768513517,-0.00046835574852593763,251,1.0406781537461722
2018,elastic_net,long_only,5,-0.1367269125821009,0.21586934062486135,-0.5757862323563053,-0.3128459352426728,-0.0004932325171413842,251,1.0406781537461722
2018,elastic_net,long_only,10,-0.14207905535708498,0.2157308929951117,-0.6052148498438736,-0.31425965983246895,-0.0005181092857568305,251,1.0406781537461722
2018,elastic_net,long_only,20,-0.15269230188737704,0.21549777214429175,-0.6640506301711983,-0.31708056907977145,-0.0005678628229877231,251,1.0406781537461722
2018,elastic_net,long_short,0,0.003855482791802034,0.12843544847335409,0.09413301569921045,-0.1566936492580958,4.797625431538641e-05,251,1.6897991550518983
2018,elastic_net,long_short,5,-0.0062506062017647634,0.12827061030439124,0.014896846185821178,-0.1594227240239443,7.582649015340974e-06,251,1.6897991550518983
2018,elastic_net,long_short,10,-0.016263490183446194,0.1281708436064612,-0.06451046705390255,-0.16214517430466013,-3.2810956284704404e-05,251,1.6897991550518983
2018,elastic_net,long_short,20,-0.03601276122878261,0.12816703334133292,-0.22335492449708186,-0.16757024428660183,-0.00011359816688479516,251,1.6897991550518983
2019,elastic_net,long_only,0,0.3138354988209515,0.19941285395012975,1.4689338362732027,-0.1265280302331443,0.0011623979704569521,252,1.1856070630360247
2019,elastic_net,long_only,5,0.30452075805773293,0.19945220351070686,1.4329781328366882,-0.12805097195990123,0.0011341692308608567,252,1.1856070630360247
2019,elastic_net,long_only,10,0.2952665630610978,0.19951186445020874,1.39689438804414,-0.12957214290081231,0.0011059404912647608,252,1.1856070630360247
2019,elastic_net,long_only,20,0.2769383809398154,0.1996920414482927,1.324387878075591,-0.1326091765443207,0.0010494830120725688,252,1.1856070630360247
2019,elastic_net,long_short,0,0.12134120644757318,0.1334772018063942,0.9246829493518124,-0.09327642250028956,0.0004897781453871572,252,1.8936526982695252
2019,elastic_net,long_short,5,0.10864788631652367,0.13367634208254947,0.8383097166044869,-0.09412720002110553,0.00044469117638073997,252,1.8936526982695252
2019,elastic_net,long_short,10,0.09608634547465145,0.1339524002082622,0.7517615220165208,-0.09497797754192294,0.0003996042073743227,252,1.8936526982695252
2019,elastic_net,long_short,20,0.0713536347032595,0.13473324710313733,0.5787467425868884,-0.09684168553357597,0.0003094302693614882,252,1.8936526982695252
2020,elastic_net,long_only,0,0.4420512521125157,0.4778541476307119,1.0023932014707007,-0.4884358220190932,0.0019007847177761985,254,1.1088614965485737
2020,elastic_net,long_only,5,0.4332517970737748,0.47790948568598923,0.9896163319097819,-0.48870800796234337,0.0018767739373391232,254,1.1088614965485737
2020,elastic_net,long_only,10,0.424501101233532,0.4779716225827479,0.9768285259623035,-0.48898019390559333,0.0018527631569020479,254,1.1088614965485737
2020,elastic_net,long_only,20,0.40714501655542,0.47811628200758527,0.9512223266887506,-0.48952456579209314,0.001804741596027897,254,1.1088614965485737
2020,elastic_net,long_short,0,0.4348702389241703,0.2911549073378952,1.375632424119549,-0.24990903962818,0.001589373535617188,254,1.8682100778338013
2020,elastic_net,long_short,5,0.42018144903561394,0.291239205265032,1.3402312436881416,-0.2508438263031678,0.0015489201677900783,254,1.8682100778338013
2020,elastic_net,long_short,10,0.4056293114795728,0.29135513828322235,1.3047088712097654,-0.25177861297815585,0.0015084667999629687,254,1.8682100778338013
2020,elastic_net,long_short,20,0.3769304264901281,0.2916817484138653,1.233348120552832,-0.253648186328133,0.001427560064308749,254,1.8682100778338013
2021,elastic_net,long_only,0,0.20965043056300692,0.2688183699600975,0.8393415995908977,-0.16065487314961768,0.0008953588914354203,253,1.076634746864398
2021,elastic_net,long_only,5,0.201943654387843,0.26857363526684436,0.8161492276879723,-0.16113402406719024,0.0008698260515888339,253,1.076634746864398
2021,elastic_net,long_only,10,0.1942818909198072,0.2683410908864899,0.792878528801413,-0.16161317498476313,0.0008442932117422474,253,1.076634746864398
2021,elastic_net,long_only,20,0.17909244714983674,0.26791269837269094,0.7461137127524164,-0.1625714768199088,0.0007932275320490742,253,1.076634746864398
2021,elastic_net,long_short,0,0.35157114977844484,0.15618342002641428,2.000082262910816,-0.053870778121594465,0.001239601937125322,253,1.8198400387345244
2021,elastic_net,long_short,5,0.33697828716570766,0.15585314802247932,1.934537800554886,-0.053870778121594354,0.0011964436753371514,253,1.8198400387345244
2021,elastic_net,long_short,10,0.32252995272303164,0.15558316501780434,1.8679908213789382,-0.053870778121594576,0.0011532854135489809,253,1.8198400387345244
2021,elastic_net,long_short,20,0.29406167018783513,0.1552252540891824,1.7321676285910692,-0.054916515258178755,0.0010669688899726398,253,1.8198400387345244
2022,elastic_net,long_only,0,-0.3037056942091182,0.40601890602988944,-0.6891804852181448,-0.3631497333992285,-0.0011103980423230932,252,1.1463341553788806
2022,elastic_net,long_only,5,-0.3084554821030745,0.40591277415898425,-0.7063052208487567,-0.3664905098439504,-0.0011376917126892574,252,1.1463341553788806
2022,elastic_net,long_only,10,-0.31317557710418875,0.4058159866019257,-0.7234222559544998,-0.3698157141218249,-0.0011649853830554213,252,1.1463341553788806
2022,elastic_net,long_only,20,-0.32252736237570556,0.4056504705380609,-0.7576284232749995,-0.3764196599121993,-0.0012195727237877488,252,1.1463341553788806
2022,elastic_net,long_short,0,0.01154059307150157,0.2643791863737536,0.17482934794380062,-0.1475339367799271,0.00018341762207792014,252,2.156799059018392
2022,elastic_net,long_short,5,-0.0014395928682087167,0.2642814095272993,0.12592806459240485,-0.14929957278521444,0.00013206526352986327,252,2.156799059018392
2022,elastic_net,long_short,10,-0.01426702100116306,0.26423444840033783,0.07697577730137167,-0.15106337929557934,8.07129049818063e-05,252,2.156799059018392
2022,elastic_net,long_short,20,-0.039470128475362576,0.2642930523446276,-0.020968907822741707,-0.15458550383154246,-2.199181211430771e-05,252,2.156799059018392
2023,elastic_net,long_only,0,0.09863406333906743,0.28461298845270533,0.5050175430462034,-0.30931998415108675,0.000570375206934217,229,0.9991052157598674
2023,elastic_net,long_only,5,0.09262554634865339,0.2845784372186481,0.48382993223273363,-0.31031648641099585,0.000546379230136491,229,0.9991052157598674
2023,elastic_net,long_only,10,0.08664688430377843,0.2845541652670091,0.46262046355162256,-0.31131203350336656,0.000522383253338765,229,0.9991052157598674
2023,elastic_net,long_only,20,0.07477859187776104,0.2845364686192279,0.4201451157225625,-0.31330026400936595,0.0004743912997433126,229,0.9991052157598674
2023,elastic_net,long_short,0,0.12813357779473455,0.22537271785759153,0.7007472674862735,-0.19792042928010056,0.0006267036357327861,229,1.8919171028949386
2023,elastic_net,long_short,5,0.11646856962017949,0.225340921697232,0.6500313956434898,-0.20009451132750855,0.0005812645786763573,229,1.8919171028949386
2023,elastic_net,long_short,10,0.10491322884794663,0.22535552144407633,0.5991778261431695,-0.2022646662973685,0.0005358255216199288,229,1.8919171028949386
2023,elastic_net,long_short,20,0.08212784423949215,0.22552384398257655,0.4971835559012759,-0.20659320918513568,0.0004449474075070713,229,1.8919171028949386
