date,year,model,pearson_ic,spearman_rank_ic,n
2016-01-29,2016,elastic_net,0.023608382424554566,0.02010098619003213,3240
2016-02-29,2016,elastic_net,0.035687707202053505,0.04196360507814362,3150
2016-03-31,2016,elastic_net,-0.01777180734194559,-0.03127375948024733,3182
2016-04-29,2016,elastic_net,-0.026115576649087487,-0.030443966554900344,3174
2016-05-31,2016,elastic_net,0.08431402773044519,0.019165947405749235,3210
2016-06-30,2016,elastic_net,0.02448075920857384,0.05603761157646292,3324
2016-07-29,2016,elastic_net,0.03891035298214628,0.07179965138788867,3239
2016-08-31,2016,elastic_net,0.005115879744736039,0.03835296098488673,3216
2016-09-30,2016,elastic_net,0.03863794232756114,0.035551953264146494,3263
2016-10-31,2016,elastic_net,0.17212067381535387,0.24433203064395645,3157
2016-11-30,2016,elastic_net,0.006071626450227356,0.0021511437985057696,3349
2016-12-30,2016,elastic_net,-0.05589626698149513,-0.06564172111344968,3428
2017-01-31,2017,elastic_net,0.008868939462829704,0.020877684789930913,3347
2017-02-28,2017,elastic_net,-0.14662886493827593,-0.1685757840932697,3343
2017-03-31,2017,elastic_net,0.0767413740332267,0.07484480014051982,3343
2017-04-28,2017,elastic_net,-0.07456562005947803,-0.15528336972362933,3294
2017-05-31,2017,elastic_net,0.061837090710898004,0.10762930449280714,3272
2017-06-30,2017,elastic_net,-0.04499824464988651,-0.061760027169886086,3390
2017-07-31,2017,elastic_net,0.029273432231940445,-0.03418723630191633,3265
2017-08-31,2017,elastic_net,0.11678848029824061,0.17304900941767112,3260
2017-09-29,2017,elastic_net,-0.02558775450920003,-0.020041584721029182,3326
2017-10-31,2017,elastic_net,0.023632570213729952,0.09710278441067388,3281
2017-11-30,2017,elastic_net,-0.06996822124638745,-0.11957594574315403,3349
2017-12-29,2017,elastic_net,0.03256501774578036,0.056544297992134215,3453
2018-01-31,2018,elastic_net,-0.0037630716930398436,-0.003352171713265206,3443
2018-02-28,2018,elastic_net,0.02596469783241189,0.04013254659997037,3424
2018-03-29,2018,elastic_net,0.08223194560800895,0.06968072739280251,3374
2018-04-30,2018,elastic_net,0.12732898921986893,0.16011921823392247,3328
2018-05-31,2018,elastic_net,0.020784506754791925,-0.027603257654239776,3355
2018-06-29,2018,elastic_net,0.04285441244557652,0.02553751257084109,3484
2018-07-31,2018,elastic_net,0.08536842458306507,0.09179253031331733,3343
2018-08-31,2018,elastic_net,-0.014020754178883085,-0.0808929231590133,3335
2018-09-28,2018,elastic_net,-0.08861889947807818,-0.15578287141603578,3384
2018-10-31,2018,elastic_net,0.04044244477051309,0.019163066990775846,3360
2018-11-30,2018,elastic_net,-0.12498884786865234,-0.2763477403674383,3272
2018-12-31,2018,elastic_net,0.18090361435415228,0.23900734106876476,3339
2019-01-31,2019,elastic_net,0.08357392166439181,0.13972744713692967,3258
2019-02-28,2019,elastic_net,-0.09178769439199164,-0.13352326149807825,3255
2019-03-29,2019,elastic_net,0.09391567542174754,0.10209398010910761,3303
2019-04-30,2019,elastic_net,-0.1074612742858444,-0.15188122714027757,3257
2019-05-31,2019,elastic_net,0.1421028702264919,0.22918658016106547,3210
2019-06-28,2019,elastic_net,0.11973679685274509,0.11677506585837208,3341
2019-07-31,2019,elastic_net,-0.0919589670342156,-0.12485611929306657,3233
2019-08-30,2019,elastic_net,0.10662840346193365,0.12672936076905827,3182
2019-09-30,2019,elastic_net,0.12821434341934324,0.16641817480969576,3231
2019-10-31,2019,elastic_net,-0.03478654641541394,0.038623312763642566,3159
2019-11-29,2019,elastic_net,-0.019234259176624965,0.08800121253121342,3204
2019-12-31,2019,elastic_net,-0.040387266937991884,-0.10729998656659058,3358
2020-01-31,2020,elastic_net,-0.20478501384346456,-0.2567942257837632,3342
2020-03-31,2020,elastic_net,0.34234914107900716,0.3758635661283318,3301
2020-04-30,2020,elastic_net,0.03362281529312268,0.04679166588134599,3240
2020-05-29,2020,elastic_net,-0.02556654207731806,-0.005016584882003858,3230
2020-06-30,2020,elastic_net,0.04161449257562428,0.05024290717172177,3386
2020-07-31,2020,elastic_net,0.0879470151724835,0.12658510720969993,3301
2020-08-31,2020,elastic_net,-0.09688938215617715,-0.13606885557792137,3346
2020-09-30,2020,elastic_net,0.1081765614093619,0.09519645851171461,3310
2020-10-30,2020,elastic_net,0.1815681084237307,0.20212917734927469,3212
2020-11-30,2020,elastic_net,0.06629982358064761,0.14932407949651014,3439
2020-12-31,2020,elastic_net,0.003759156517923835,0.11265853464527169,3594
2021-01-29,2021,elastic_net,0.21896325012166495,0.28872715283498657,3722
2021-02-26,2021,elastic_net,0.034844864849829134,0.02705681686202917,3841
2021-03-31,2021,elastic_net,0.11133268341206756,0.07963112782724115,3877
2021-04-30,2021,elastic_net,0.07250123651266951,0.08137260926313694,3753
2021-05-28,2021,elastic_net,-0.06747212257240166,-0.09202557525640036,3792
