year,model,ic_type,mean_ic,median_ic,std_ic,ic_ir,positive_ic_rate,n_rebalance_dates
2016,elastic_net,pearson_ic,-0.025515693056694145,-0.018347913640237773,0.02533499438623625,-1.007132374600251,0.08333333333333333,12
2016,elastic_net,spearman_rank_ic,-0.02671110056568057,-0.021978769606292428,0.02183403607441744,-1.2233698100818613,0.0,12
2016,lgbm,pearson_ic,-0.019837803845713067,-0.016860064126262567,0.0293615938738863,-0.6756378393802549,0.25,12
2016,lgbm,spearman_rank_ic,-0.012622987075243437,-0.00029651466798443025,0.03945510882693108,-0.319932892103121,0.5,12
2016,ranker,pearson_ic,0.003832770232202132,0.0017215320156363759,0.04345871943019724,0.08819335411753841,0.5833333333333334,12
2016,ranker,spearman_rank_ic,-0.005388922101295778,-0.0025046488742862683,0.047904406287955455,-0.11249324475295101,0.4166666666666667,12
2016,ridge,pearson_ic,-0.02366630534535126,-0.01569969941639723,0.024501057257256705,-0.9659299636280713,0.16666666666666666,12
2016,ridge,spearman_rank_ic,-0.02664370452355556,-0.02065340435411817,0.02186405191987207,-1.2186078143795158,0.0,12
2017,elastic_net,pearson_ic,-0.007480341945097955,-0.011412878932568534,0.035354300916829146,-0.21158223331004142,0.3333333333333333,12
2017,elastic_net,spearman_rank_ic,0.0048362891665588385,0.0030538544039156908,0.030987003523513978,0.15607476091997408,0.5833333333333334,12
2017,lgbm,pearson_ic,0.00599240656111084,0.0028866356136491205,0.02194567105490891,0.27305642858300433,0.6666666666666666,12
2017,lgbm,spearman_rank_ic,0.005490688361728407,0.007716481505432903,0.024150722576952572,0.22735089371480174,0.6666666666666666,12
2017,ranker,pearson_ic,0.009177319982758997,0.0036402060463940245,0.04168979855936958,0.22013346909531756,0.5833333333333334,12
2017,ranker,spearman_rank_ic,-0.0023982954019784457,-0.0021272097757791537,0.04332385798987634,-0.05535738305067072,0.4166666666666667,12
2017,ridge,pearson_ic,-0.004787418961648195,-0.008083185739207042,0.036754549589417616,-0.13025377851526143,0.3333333333333333,12
2017,ridge,spearman_rank_ic,0.006287915166030886,0.006837733454131245,0.029824589580733474,0.21082989755851814,0.5833333333333334,12
2018,elastic_net,pearson_ic,0.004111050663677425,0.005388480282910168,0.028898183914825983,0.1422598276692496,0.5833333333333334,12
2018,elastic_net,spearman_rank_ic,-1.6216864319615694e-05,0.002535321336692049,0.02019030898452898,-0.0008032004033242891,0.5833333333333334,12
2018,lgbm,pearson_ic,0.003197976413262868,0.0007631391186737728,0.025126769057454153,0.12727368194257155,0.5833333333333334,12
2018,lgbm,spearman_rank_ic,0.0055318609318325265,-0.005185622824017572,0.042484564931626875,0.13020872264398384,0.4166666666666667,12
2018,ranker,pearson_ic,-0.014613922312241276,-0.023319385527188874,0.05747836683890092,-0.25425082715382036,0.3333333333333333,12
2018,ranker,spearman_rank_ic,-0.026340310723973626,-0.02125713673192358,0.059411883581776764,-0.44335087756842156,0.3333333333333333,12
2018,ridge,pearson_ic,0.005714246100449353,0.004747332492184364,0.02811222230208943,0.2032655419071812,0.5833333333333334,12
2018,ridge,spearman_rank_ic,0.001893232792427242,0.007754174756861005,0.02453150426677334,0.07717556868257477,0.6666666666666666,12
2019,elastic_net,pearson_ic,0.0007886113228250661,-0.005886734669778125,0.02800488671866396,0.028159775497306087,0.3333333333333333,12
2019,elastic_net,spearman_rank_ic,0.0001418612885240323,0.0017605681383291707,0.04100053316515275,0.003459986433654558,0.5833333333333334,12
2019,lgbm,pearson_ic,0.010005544584048722,0.006298489225492808,0.025547645644246417,0.3916425303285068,0.6666666666666666,12
2019,lgbm,spearman_rank_ic,-0.002233876405159213,0.004187986513116204,0.029253207236972122,-0.07636346972361696,0.5833333333333334,12
2019,ranker,pearson_ic,-0.008565018521233576,-0.016215307971811057,0.044155531406553546,-0.19397385216300125,0.4166666666666667,12
2019,ranker,spearman_rank_ic,-0.012957491365620076,-0.018120390144967847,0.04459197384442632,-0.29057900443758156,0.4166666666666667,12
2019,ridge,pearson_ic,0.0021183633503019145,-0.0013518699083630871,0.028268828007524498,0.07493636983245489,0.5,12
2019,ridge,spearman_rank_ic,-0.0007193248146868039,0.00516179678280157,0.027843936910309158,-0.02583416335857576,0.5833333333333334,12
2020,elastic_net,pearson_ic,-0.014594227048571022,-0.01037143850652531,0.03154819889322167,-0.4626009585512878,0.45454545454545453,11
2020,elastic_net,spearman_rank_ic,-0.01169783401604619,-0.011619611743468075,0.030194460336785342,-0.38741656203058344,0.36363636363636365,11
2020,lgbm,pearson_ic,0.006170931515835128,0.014605459930994949,0.044660993908318423,0.13817273141083744,0.6363636363636364,11
2020,lgbm,spearman_rank_ic,0.005949447030326079,0.018069683398329494,0.05448281077715759,0.10919860678003858,0.8181818181818182,11
2020,ranker,pearson_ic,0.026586799113107337,0.03428023774376504,0.05287444574179082,0.5028288947546112,0.6363636363636364,11
2020,ranker,spearman_rank_ic,0.014220609959673714,0.001129882314391965,0.06215354372185013,0.22879805572010284,0.5454545454545454,11
2020,ridge,pearson_ic,-0.006303659422409371,0.0037079518236529997,0.033749873341504845,-0.18677579493779228,0.5454545454545454,11
2020,ridge,spearman_rank_ic,0.01789629928347801,0.02148201804195681,0.027795683260568818,0.643851749054352,0.7272727272727273,11
2021,elastic_net,pearson_ic,0.028122488468774753,0.017563222989117243,0.03246603673923003,0.8662125498919678,0.8333333333333334,12
2021,elastic_net,spearman_rank_ic,-0.011969091815297607,-0.012815364402692804,0.03679705362370478,-0.3252731030504866,0.4166666666666667,12
2021,lgbm,pearson_ic,-0.006052517001718019,0.0021935513288743234,0.031141283895952256,-0.19435669453900473,0.5,12
2021,lgbm,spearman_rank_ic,-0.01707392203146944,-0.019196472492299665,0.02681607655849065,-0.6367047019062676,0.16666666666666666,12
2021,ranker,pearson_ic,-0.04199621475670415,-0.036005610271305236,0.054253703229799846,-0.7740709344544237,0.25,12
2021,ranker,spearman_rank_ic,-0.06118703794218181,-0.059333722070090425,0.0528360948539867,-1.1580537530503165,0.08333333333333333,12
2021,ridge,pearson_ic,0.02823914480008136,0.026061383924956084,0.02835121072448123,0.9960472261488607,0.8333333333333334,12
2021,ridge,spearman_rank_ic,0.001219256351456945,0.0024734538368252363,0.02534574102699188,0.0481049794582254,0.5,12
2022,elastic_net,pearson_ic,0.0008812787403261439,0.0009425772956490495,0.0410871914177054,0.021448989573582315,0.5,12
2022,elastic_net,spearman_rank_ic,-0.010982177421557946,-0.01128903033191124,0.058099815652933186,-0.18902258635658006,0.3333333333333333,12
2022,lgbm,pearson_ic,0.022235538173906663,0.01739085335905068,0.04027732290083737,0.5520609755680754,0.75,12
