permno,score_ensemble,ensemble_pct_rank,y_xs,ticker
16655,0.9999064254522769,1.0,0.1284295479626134,CVNA
18087,0.9988771054273238,0.9996880848409233,-0.1008104023538482,NIO
85265,0.9967872738615096,0.9993761696818465,0.17019690399807885,SLG
18572,0.9962882096069869,0.9990642545227698,0.1568532095427213,BYND
78875,0.9961322520274485,0.9987523393636931,0.035601727597183386,WOLF
50948,0.9955708047411104,0.9984404242046163,0.14226355307999494,SMTC
92775,0.9948845913911415,0.9981285090455396,0.10335067147165522,TREE
20898,0.9940424204616345,0.9978165938864629,0.26912670290583995,RXRX
81740,0.993792888334373,0.9975046787273861,0.11185208523225842,SBGI
84176,0.9920149719276357,0.9971927635683094,0.2677086481253519,SSP
17964,0.9917654398003742,0.9968808484092326,-0.2636540828865064,ESTA
14782,0.9886150966936993,0.9965689332501559,0.18043767049413817,TRUP
19821,0.9883967560823456,0.9962570180910792,-0.04204725240377716,CMPS
13108,0.9875545851528383,0.9959451029320024,-0.20664932852834472,GRPN
20754,0.9873050530255769,0.9956331877729258,-0.006808058687074903,PSFE
20126,0.9872114784778541,0.9953212726138491,0.03529096997911796,JOBY
23335,0.9869931378665002,0.9950093574547723,0.16652247763905614,TSLL
89394,0.9864940736119775,0.9946974422956956,0.1828526373956394,BYON
89244,0.9859014348097317,0.9943855271366189,-0.17539932852834472,WW
12360,0.9853711790393013,0.9940736119775421,0.3437861823594277,PACB
14185,0.9852776044915782,0.9937616968184654,0.3726970767004134,CPS
87337,0.9842482844666252,0.9934497816593887,-0.37404063287617084,PLUG
20410,0.9840923268870867,0.9931378665003119,-0.1722565636704636,ZIM
19825,0.982813474734872,0.9926699937616968,0.44115889064973746,DYN
20287,0.982813474734872,0.9926699937616968,0.13024722319579318,LFMD
16711,0.9815346225826574,0.9922021210230817,0.08444222076743002,URGN
21342,0.9814098565190268,0.991890205864005,0.16305789928501313,VERA
20876,0.9812227074235806,0.9915782907049283,0.5243194876993271,SYM
92808,0.9807548346849657,0.9912663755458515,0.2026610162992415,DMRC
90542,0.980723643169058,0.9909544603867748,-0.21338966002005744,EYPT
14813,0.9806612601372426,0.990642545227698,0.26527892259273167,MARA
20381,0.9798190892077354,0.9903306300686213,0.1944129425339265,NVTS
23124,0.979663131628197,0.9900187149095446,0.5887952177594649,TARK
18676,0.9795695570804741,0.9897067997504678,0.9123125637186991,TMDX
41187,0.9783530879600748,0.9893948845913911,-0.14682476712483594,HE
17949,0.9777916406737367,0.9890829694323144,0.3644684359427133,BE
20067,0.9777292576419214,0.9887710542732376,-0.11490790372623394,SOFI
16086,0.9776356830941983,0.988459139114161,-0.07544884833626786,HTZ
15643,0.9772613849033063,0.9881472239550843,0.2826762773726037,RUN
14983,0.977011852776045,0.9878353087960074,0.1806737899935118,W
19746,0.9761072988147224,0.9875233936369308,0.09317249775227898,ASAN
14089,0.9755770430442919,0.9872114784778541,-0.06952497619673847,XPRO
91348,0.9752651278852151,0.9868995633187773,0.17546037611300536,ATEC
88427,0.9751091703056769,0.9865876481597006,0.11211471641547543,CAMT
18011,0.9750155957579538,0.9862757330006239,0.3398609904209986,SONO
20357,0.9748908296943231,0.9859638178415471,0.12002386129553,IONQ
22174,0.9748596381784154,0.9856519026824704,-0.0696806874133622,TSE
43553,0.9746101060511541,0.9853399875233937,0.20044990811287677,VFC
21125,0.9729569557080473,0.9850280723643169,0.17195402342696253,ZIP
17250,0.9726138490330629,0.9847161572052402,-0.1094362137742465,LAAC
13775,0.9725514660012476,0.9844042420461634,0.058943891810638416,ORC
85002,0.9714597629444791,0.9840923268870867,-0.014443369301998521,SRPT
22425,0.9713349968808485,0.98378041172801,0.15611700987810107,IOT
75854,0.9712414223331254,0.9834684965689332,-0.00450137027893982,LSCC
18214,0.9712102308172177,0.9831565814098565,0.46304337313618804,TWST
14054,0.9698689956331876,0.9828446662507798,-0.0659636651267419,N/A
49015,0.9694323144104803,0.982532751091703,0.03249246251643134,LNC
21601,0.9675296319401122,0.9822208359326263,0.0012492221962929762,LAW
13760,0.9673736743605739,0.9819089207735496,0.0889995264334873,NCLH
23395,0.9667186525265127,0.9815970056144728,0.05322520521190621,BHVN
75154,0.9661883967560823,0.9812850904553961,0.25609403430351363,CCL
18815,0.9656269494697443,0.9809731752963194,0.21080905104990166,NOVA
13687,0.9652838427947599,0.9806612601372426,0.1886175787219717,RH
20307,0.9649095446038677,0.980349344978166,-0.14889891801931343,DCGO
65285,0.9644728633811603,0.9800374298190893,0.1471221619278622,HOV
19566,0.9628197130380536,0.9795695570804741,0.022290600800277227,NRIX
20058,0.9628197130380536,0.9795695570804741,-0.14291438876930862,OLMA
28388,0.9624142233312538,0.9791016843418591,0.135503091657031,VNO
18425,0.9623206487835309,0.9787897691827823,0.40597615409713783,BALY
13706,0.9620399251403617,0.9784778540237056,-0.1884268639700023,PRTA
22265,0.9617280099812849,0.9781659388646288,-0.03759167198773694,RIVN
20404,0.9610106051154086,0.9778540237055521,0.10920365344114225,HIPO
17799,0.9600436681222707,0.9775421085464754,-0.14714123667137557,INSP
80399,0.9599812850904552,0.9772301933873986,0.09256575811793466,MAC
90751,0.9598565190268247,0.9769182782283219,0.18582355650419324,DBI
92550,0.9594822208359325,0.9766063630692452,-0.0324085951684403,BIP
14325,0.9592638802245789,0.97613849033063,0.0636323616125003,TNDM
93263,0.9592638802245789,0.97613849033063,-0.7577032485180375,CELH
85390,0.9588271990018714,0.975670617592015,-0.2258639882142085,PLCE
85272,0.958016219588272,0.9753587024329382,-0.11031936219837846,AEHR
88417,0.9577354959451029,0.9750467872738615,-0.101904230489129,ACLS
11174,0.9575171553337491,0.9747348721147848,0.11455126804137938,CRMT
23626,0.9569868995633188,0.974422956955708,0.075329760343948,NVDL
19022,0.956487835308796,0.9741110417966313,0.01668400480498855,RCEL
23316,0.9564254522769806,0.9737991266375546,-0.09681061885092535,GCT
18909,0.9560199625701808,0.9734872114784778,0.32735431114408486,NET
23670,0.9557080474111042,0.9730193387398628,-0.32396115648533397,GNLX
85414,0.9557080474111042,0.9730193387398628,0.03535067147165538,NLY
78963,0.9552089831565813,0.9725514660012476,-0.06862793815401314,N/A
89800,0.9550530255770431,0.972239550842171,0.05062339874438271,NTGR
60986,0.9543668122270741,0.9719276356830941,0.07591864730247089,NWL
20059,0.9542108546475357,0.9716157205240175,-0.31658971600971586,MRVI
18725,0.9541172800998128,0.9713038053649408,-0.08998266186167803,RVLV
75269,0.953711790393013,0.970991890205864,0.02335067147165515,DX
15272,0.9536182158452899,0.9706799750467873,-0.029281601915335242,SEDG
14145,0.9533686837180286,0.9703680598877106,0.6396719149949714,AAOI
14466,0.9533063006862132,0.9700561447286338,0.10043400480498876,QURE
22236,0.9523705552089831,0.9697442295695571,-0.021461690559249735,ROIV
22088,0.9522457891453524,0.9694323144104804,0.43237594222977793,FLNC
88860,0.9514660012476606,0.9691203992514036,0.09031747639677912,ALGN
14467,0.9508733624454149,0.9688084840923269,-0.22292927808698282,RVNC
14763,0.9507174048658764,0.9684965689332502,0.13062226873703753,N/A
92477,0.950655021834061,0.9681846537741734,0.08430053954553407,ARR
16140,0.9495321272613848,0.9678727386150967,0.20439642310564232,TWLO
19599,0.948845913911416,0.96756082345602,0.1689302392516161,QS
22268,0.9487211478477853,0.9672489082969432,-0.1753083323597623,SG
16318,0.9482844666250779,0.9669369931378665,0.17245158113952064,ELF
91594,0.9478165938864629,0.9666250779787897,0.05091424817387025,SPR
17045,0.9477854023705551,0.966313162819713,0.14868204113292194,ACMR
14440,0.9477542108546475,0.9660012476606363,-0.14212551900453507,TVTX
87812,0.9472239550842171,0.9656893325015595,0.13213809833869683,SLAB
18012,0.9470991890205863,0.9653774173424828,0.01801733813832196,CWK
19788,0.9458827199001871,0.9650655021834061,0.26718445163251325,PLTR
13315,0.9455708047411104,0.9647535870243293,0.04120283325687146,VIPS
23723,0.9455396132252027,0.9644416718652526,-0.32275735614442713,GPCR
13918,0.945227698066126,0.964129756706176,0.19879020263841074,ARCT
78756,0.9451965065502184,0.9638178415470992,-0.07483609190096474,OFIX
10158,0.9447286338116032,0.9635059263880225,0.09687201890604613,AMRC
20064,0.9446038677479724,0.9631940112289458,0.15724422889462453,N/A
14221,0.9434497816593885,0.962882096069869,-0.26536185057420014,RMAX
88182,0.9432002495321272,0.9625701809107923,0.023443206943586148,ON
21262,0.9427947598253275,0.9622582657517156,-0.09860878798780415,DAWN
22976,0.9427323767935121,0.9619463505926388,-0.03994297932199564,WBD
92108,0.9416094822208358,0.9616344354335621,0.10931373215767115,BX
18768,0.9398003742981909,0.9613225202744854,0.1960335983009236,FVRR
80306,0.9397379912663755,0.9608546475358702,-0.05047131805714056,BCRX
88442,0.9397379912663755,0.9608546475358702,0.3610075752373456,GGAL
81010,0.9396132252027447,0.9603867747972551,0.011035400535694517,SSYS
19635,0.9391453524641298,0.9600748596381784,0.10850564700183463,HRMY
14580,0.939114160948222,0.9597629444791017,0.1402181413511734,MGNI
18514,0.9389582033686836,0.9594510293200249,-0.045297977176993465,ALTG
14960,0.938927011852776,0.9591391141609482,-0.0836389645852259,ENVA
76128,0.9387710542732377,0.9588271990018715,-0.08720127658029275,VICR
21564,0.9382407985028072,0.9585152838427947,0.09390904710617298,LZ
93178,0.9378665003119151,0.958203368683718,0.018711496213923207,PEB
86822,0.9378041172800997,0.9578914535246413,-0.1729539197937422,EXTR
79248,0.937772925764192,0.9575795383655645,0.09477924290022677,THRM
91907,0.9366188396756082,0.9572676232064878,0.007387616015199994,SMCI
19200,0.9361821584529006,0.9569557080474111,0.34851684153812323,SDGR
22879,0.935776668746101,0.9566437928883343,0.13231573409525454,EMBC
22977,0.9354959451029319,0.9563318777292577,0.0836560149831056,EE
81044,0.9350592638802245,0.956019962570181,0.14212927746093218,PKX
86580,0.9349656893325013,0.9557080474111042,0.028371368459251256,NVDA
54704,0.9348721147847785,0.9553961322520275,0.11926705455381392,MOD
14609,0.9348409232688708,0.9550842170929508,-0.13878525085844184,SPWH
91402,0.9348097317529631,0.954772301933874,0.05562165719091694,GTLS
16698,0.9341859014348097,0.9544603867747973,-0.15050570471030233,APPN
84129,0.9339987523393636,0.9541484716157205,0.07196446902162323,ZION
14715,0.9335308796007487,0.9538365564566438,0.2826243420293726,ASPN
82213,0.9334996880848409,0.9535246412975671,0.037770734167580144,RWT
17876,0.9330941983780412,0.9532127261384903,0.13072980633170617,DOMO
22084,0.9327510917030567,0.9529008109794136,0.0734815303819576,GTLB
17684,0.9313474734872114,0.9525888958203369,0.1077082133710967,AHCO
13634,0.9305988771054273,0.9522769806612601,0.22339495845128332,AMBA
92570,0.9305676855895195,0.9519650655021834,0.09548909205728107,DAN
20646,0.9304117280099812,0.9516531503431067,0.630177980708603,OSCR
15658,0.9298502807236431,0.9513412351840299,0.29896730290224016,RGNX
93436,0.9296319401122894,0.9510293200249532,0.09071428131314141,TSLA
18772,0.9293824079850281,0.9507174048658765,0.19057247313706016,AKRO
58975,0.9288833437305053,0.9504054897067997,-0.14349666366836278,OII
93289,0.9282595134123517,0.950093574547723,0.1491360117857914,MXL
15295,0.927666874610106,0.9497816593886463,0.20896616248133704,KRNT
21685,0.9273237679351216,0.9494697442295695,-0.034696620671746725,XPOF
22079,0.9270742358078603,0.9491578290704928,0.26970946365637993,LTH
15694,0.9268870867124142,0.9488459139114162,0.06779053543125535,PEN
15231,0.9262320648783531,0.9485339987523393,0.054900281282134644,NXRT
86778,0.9257641921397379,0.9482220835932627,0.1779099419883725,MKSI
90102,0.9253898939488459,0.9479101684341859,-0.070197715625119,ABR
52978,0.9242981908920773,0.9475982532751092,-0.06839384297544449,HAS
14970,0.9235807860262009,0.9471303805364941,0.09624673435159448,HUBS
19813,0.9235807860262009,0.9471303805364941,-0.15094896312030592,TNGX
14670,0.9235184029943855,0.946662507797879,0.009319680174690648,SFBS
18856,0.9233624454148471,0.9463505926388023,-0.12436760316889484,XPEL
21409,0.9232376793512165,0.9460386774797255,0.04212055482266286,JBI
21896,0.9232064878353088,0.9457267623206488,-0.15931435011995498,TOST
15358,0.9231441048034934,0.9454148471615721,0.4158696302746885,SHOP
21891,0.9225514660012476,0.9451029320024953,0.3707190925242869,DH
22267,0.9221147847785401,0.9447910168434186,0.21151010875184295,BRZE
78840,0.9215221459762944,0.9444791016843419,0.06026533750445773,IAC
93272,0.921272613849033,0.9441671865252651,0.05835067147165529,CALX
16182,0.9208359326263257,0.9438552713661884,0.2618614801185728,PI
15046,0.9207735495945103,0.9435433562071117,0.1096520413346691,NVRO
19084,0.9194635059263879,0.9432314410480349,-0.33486369517235115,BILL
19145,0.9192763568309419,0.9429195258889582,0.25809146434052677,SPT
20894,0.9191827822832189,0.9426076107298814,-0.05539592253379455,APP
22077,0.9190268247036806,0.9422956955708047,0.017654707684405135,ONON
15909,0.918122270742358,0.941983780411728,-0.002991812287552964,TEAM
11397,0.9176543980037429,0.9416718652526512,0.067552639807128,WASH
